DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Switzerland,2023,18.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Cyprus,2015,21.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Cyprus,2016,21.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Cyprus,2017,20.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Cyprus,2018,18.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Cyprus,2019,17.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Cyprus,2020,16.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Cyprus,2021,15.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Cyprus,2022,15.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Cyprus,2023,15.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Czechia,2015,11.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Czechia,2016,11.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Czechia,2017,10.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Czechia,2018,9.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Czechia,2019,10.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Czechia,2020,9.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Czechia,2021,9.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Czechia,2022,9.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Czechia,2023,9.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Germany,2015,18.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Germany,2016,18.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Germany,2017,17.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Germany,2018,17.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Germany,2019,16.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Germany,2020,19.5,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Germany,2021,20.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Germany,2022,20.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Germany,2023,20.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Germany,2024,20.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Denmark,2015,18.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Denmark,2016,16.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Denmark,2017,18.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Denmark,2018,17.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Denmark,2019,17.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Denmark,2020,16.4,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Denmark,2021,16.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Denmark,2022,16.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Denmark,2023,16.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Denmark,2024,17.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,22.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,21.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,20.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,20.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,19.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,20.5,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,21.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area - 18 countries (2014),2015,21.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area - 18 countries (2014),2016,21.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area - 18 countries (2014),2017,20.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area - 18 countries (2014),2018,20.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area - 18 countries (2014),2019,19.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area - 18 countries (2014),2020,20.5,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area - 19 countries  (2015-2022),2015,22.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area - 19 countries  (2015-2022),2016,21.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area - 19 countries  (2015-2022),2017,20.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area - 19 countries  (2015-2022),2018,20.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area - 19 countries  (2015-2022),2019,19.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area - 19 countries  (2015-2022),2020,20.5,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area - 19 countries  (2015-2022),2021,21.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area – 20 countries (from 2023),2015,22.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area – 20 countries (from 2023),2016,21.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area – 20 countries (from 2023),2017,20.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area – 20 countries (from 2023),2018,20.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area – 20 countries (from 2023),2019,19.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area – 20 countries (from 2023),2020,20.5,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area – 20 countries (from 2023),2021,21.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area – 20 countries (from 2023),2022,20.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Euro area – 20 countries (from 2023),2023,20.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Estonia,2015,21.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Estonia,2016,20.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Estonia,2017,20.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Estonia,2018,20.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Estonia,2019,21.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Estonia,2020,21.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Estonia,2021,19.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Estonia,2022,23.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Estonia,2023,21.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Estonia,2024,19.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Greece,2015,31.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Greece,2016,31.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Greece,2017,31.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Greece,2018,29.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Greece,2019,28.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Greece,2020,26.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Greece,2021,27.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Greece,2022,25.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Greece,2023,24.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Spain,2015,28.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Spain,2016,28.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Spain,2017,26.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Spain,2018,26.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Spain,2019,25.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Spain,2020,25.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Spain,2021,26.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Spain,2022,24.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Spain,2023,25.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Spain,2024,24.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,23.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,22.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,21.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,20.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,20.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,European Union - 27 countries (2007-2013),2019,20.2,e,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,European Union - 27 countries (from 2020),2015,23.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,European Union - 27 countries (from 2020),2016,22.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,European Union - 27 countries (from 2020),2017,21.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,European Union - 27 countries (from 2020),2018,20.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,European Union - 27 countries (from 2020),2019,20.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,European Union - 27 countries (from 2020),2020,20.5,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,European Union - 27 countries (from 2020),2021,20.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,European Union - 27 countries (from 2020),2022,20.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,European Union - 27 countries (from 2020),2023,20.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,European Union - 28 countries (2013-2020),2015,23.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,European Union - 28 countries (2013-2020),2016,22.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,European Union - 28 countries (2013-2020),2017,21.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,European Union - 28 countries (2013-2020),2018,20.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,European Union - 28 countries (2013-2020),2019,20.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Finland,2015,16.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Finland,2016,16.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Finland,2017,15.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Finland,2018,16.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Finland,2019,14.2,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Finland,2020,15.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Finland,2021,14.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Finland,2022,15.5,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Finland,2023,15.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,France,2015,17.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,France,2016,17.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,France,2017,16.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,France,2018,17.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,France,2019,17.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,France,2020,18.1,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,France,2021,17.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,France,2022,19.6,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,France,2023,19.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Croatia,2015,23.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Croatia,2016,22.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Croatia,2017,22.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Croatia,2018,20.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Croatia,2019,19.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Croatia,2020,19.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Croatia,2021,18.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Croatia,2022,17.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Croatia,2023,18.5,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Hungary,2015,30.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Hungary,2016,27.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Hungary,2017,25.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Hungary,2018,20.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Hungary,2019,19.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Hungary,2020,19.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Hungary,2021,18.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Hungary,2022,17.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Hungary,2023,18.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Ireland,2015,24.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Ireland,2016,22.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Ireland,2017,21.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Ireland,2018,18.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Ireland,2019,19.6,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Ireland,2020,17.7,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Ireland,2021,18.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Ireland,2022,18.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Ireland,2023,18.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Iceland,2015,12.0,,
